actor_loss0,critic_loss
                                2273.72216796875
                                2397.425537109375
                                2263.53857421875
                                2338.49951171875
                                2243.108642578125
                                2215.634521484375
                                2386.0849609375
                                2229.739501953125
                                2218.8984375
                                2197.52783203125
                                2288.865234375
                                2309.13671875
                                2217.938720703125
                                2130.60888671875
                                2286.45849609375
                                2201.94677734375
                                2117.858154296875
                                2258.075439453125
                                2238.476806640625
                                2236.803466796875
                                2265.544189453125
                                2345.211181640625
                                2388.59228515625
                                2251.675048828125
                                2308.014892578125
                                2420.83154296875
                                2225.974853515625
                                2305.63330078125
                                2312.765380859375
                                2121.369384765625
                                2318.5224609375
                                2173.66162109375
                                2234.53466796875
                                2124.819091796875
                                2150.6669921875
                                2347.564453125
                                2169.347412109375
                                2243.31103515625
                                2042.8333740234375
                                2266.0322265625
                                2308.840087890625
                                2300.898681640625
                                2190.6298828125
                                2155.052734375
                                2222.611328125
                                2352.83251953125
                                2209.315673828125
                                2200.04638671875
                                2146.657470703125
                                2193.2138671875
                                2151.24462890625
                                2058.396240234375
                                2296.34619140625
                                2257.73486328125
                                2278.0107421875
                                2095.75830078125
                                2159.283935546875
                                2133.65966796875
                                2228.820556640625
                                2237.343994140625
                                2244.23828125
                                2106.13623046875
                                2155.072021484375
                                2175.67431640625
                                2079.668701171875
                                2043.6268310546875
                                2020.7381591796875
                                2118.272705078125
                                2028.032470703125
                                2119.81005859375
                                2110.42333984375
                                2046.8946533203125
                                1959.1907958984375
                                2024.343994140625
                                2139.882568359375
                                2042.266357421875
                                2193.520751953125
                                1973.8255615234375
                                2068.0576171875
                                2079.27099609375
                                1957.8560791015625
                                2034.736572265625
                                2210.916015625
                                1975.30078125
                                1977.5186767578125
                                2077.61083984375
                                2013.92626953125
                                2059.392822265625
                                1875.5301513671875
                                2065.51708984375
                                1917.568359375
                                1944.578125
                                1948.697998046875
                                1967.262939453125
                                1988.819091796875
                                2002.7598876953125
                                2083.521240234375
                                1929.48486328125
                                1787.3258056640625
                                1896.9066162109375
                                1970.07666015625
                                1883.720703125
                                1936.2110595703125
                                1782.9085693359375
                                1791.7930908203125
                                1881.648681640625
                                1885.23486328125
                                1838.1495361328125
                                1741.32275390625
                                1858.63134765625
                                1795.467529296875
                                1768.4677734375
                                1801.9149169921875
                                1736.905517578125
                                1807.1114501953125
                                1926.410400390625
                                1594.1903076171875
                                1616.6038818359375
                                1745.058349609375
                                1748.0103759765625
                                1772.127197265625
                                1698.8514404296875
                                1795.74072265625
                                1583.537841796875
                                1615.356201171875
                                1671.43310546875
                                1613.662109375
                                1602.297119140625
                                1521.383056640625
                                1603.7952880859375
                                1654.8223876953125
                                1648.38623046875
                                1479.82568359375
                                1785.7996826171875
                                1633.821044921875
                                1506.2652587890625
                                1460.4910888671875
                                1598.693359375
                                1597.6082763671875
                                1488.0921630859375
                                1508.8834228515625
                                1537.3408203125
                                1467.2880859375
                                1537.7099609375
                                1334.4534912109375
                                1408.7506103515625
                                1470.4129638671875
                                1406.0870361328125
                                1618.2366943359375
                                1435.5045166015625
                                1375.979736328125
                                1403.12744140625
                                1450.5302734375
