actor_loss,critic_loss
505.4350280761719,505.43536376953125
505.22198486328125,505.2230224609375
517.9799194335938,517.980224609375
517.7471923828125,517.7479248046875
490.103759765625,490.10394287109375
489.8577575683594,489.8582458496094
514.2540283203125,514.2544555664062
513.99609375,513.9967651367188
527.548095703125,527.54833984375
527.280517578125,527.281005859375
516.49169921875,516.4921264648438
516.2078247070312,516.2084350585938
489.5412902832031,489.5415954589844
489.25531005859375,489.2558288574219
496.4357604980469,496.4360046386719
496.14404296875,496.1445007324219
512.4014282226562,512.40185546875
512.0933837890625,512.093994140625
488.31829833984375,488.318603515625
488.0029296875,488.0034484863281
483.42559814453125,483.4259338378906
483.1091003417969,483.1096496582031
504.2769775390625,504.2773742675781
503.9398498535156,503.9404296875
500.9478454589844,500.9481201171875
500.6043395996094,500.60479736328125
504.749755859375,504.75018310546875
504.3904724121094,504.39111328125
489.52191162109375,489.522216796875
489.1690979003906,489.1695861816406
506.2894592285156,506.2897033691406
505.9222717285156,505.9226989746094
508.2854919433594,508.28564453125
507.907470703125,507.9078063964844
501.03204345703125,501.0323791503906
500.6411437988281,500.64166259765625
478.96270751953125,478.9632873535156
478.5690002441406,478.5697937011719
508.5760498046875,508.5762634277344
508.1522216796875,508.15264892578125
497.1789855957031,497.1793212890625
496.7576599121094,496.7582092285156
485.5361328125,485.5364685058594
485.1082458496094,485.10882568359375
510.582763671875,510.5830993652344
510.1386413574219,510.13922119140625
503.3086242675781,503.3089294433594
502.8461608886719,502.8467102050781
506.0636901855469,506.0639953613281
505.58660888671875,505.587158203125
489.0921936035156,489.0924987792969
488.6118469238281,488.6124267578125
483.6510009765625,483.6514892578125
483.1737365722656,483.1744689941406
477.85980224609375,477.86004638671875
477.36383056640625,477.3643493652344
478.5047912597656,478.505126953125
477.9963684082031,477.9969482421875
489.1844177246094,489.1846923828125
488.6606140136719,488.6611633300781
470.3063659667969,470.30694580078125
469.781982421875,469.7828063964844
464.69317626953125,464.69366455078125
464.1478271484375,464.14862060546875
486.8358459472656,486.83624267578125
486.27886962890625,486.279541015625
458.2862854003906,458.2867736816406
457.7155456542969,457.7163391113281
491.2177429199219,491.2182922363281
490.6156311035156,490.6164855957031
456.07171630859375,456.07208251953125
455.4616394042969,455.4623718261719
471.8377685546875,471.83795166015625
471.19708251953125,471.1976318359375
458.3894348144531,458.38983154296875
457.7371520996094,457.7379150390625
456.1223449707031,456.1225891113281
455.4352111816406,455.4359130859375
467.4759826660156,467.47637939453125
466.76068115234375,466.7614440917969
458.5205078125,458.5208435058594
457.7572937011719,457.7580871582031
449.5939025878906,449.59423828125
448.825439453125,448.8262023925781
432.60699462890625,432.6079406738281
431.8166198730469,431.8179931640625
471.9606628417969,471.9610290527344
471.1181945800781,471.11907958984375
456.92474365234375,456.9250183105469
456.05340576171875,456.05413818359375
433.6746826171875,433.6751403808594
432.7978515625,432.7988586425781
443.931884765625,443.93255615234375
443.021728515625,443.0229187011719
428.1447448730469,428.14495849609375
427.19366455078125,427.1944885253906
447.4471740722656,447.4473571777344
446.5002746582031,446.5010986328125
411.307373046875,411.30718994140625
410.38580322265625,410.3861999511719
421.1016845703125,421.1016540527344
420.1296081542969,420.130126953125
421.4990234375,421.49932861328125
420.5148010253906,420.5157165527344
412.6509094238281,412.6512145996094
411.6705017089844,411.6714782714844
409.74859619140625,409.748779296875
408.7409973144531,408.7417907714844
413.18890380859375,413.18927001953125
412.1635437011719,412.16461181640625
405.7337951660156,405.7336730957031
404.6988525390625,404.6993408203125
411.0726013183594,411.0731506347656
409.9934997558594,409.99468994140625
387.07562255859375,387.07611083984375
386.025146484375,386.0262451171875
397.5404357910156,397.54022216796875
396.4331359863281,396.43365478515625
380.2256164550781,380.2258605957031
379.1355285644531,379.1365051269531
368.3336486816406,368.333740234375
367.2709655761719,367.27178955078125
386.70538330078125,386.7055969238281
385.57012939453125,385.57098388671875
350.36895751953125,350.3685302734375
349.2740173339844,349.2743225097656
362.3829040527344,362.38287353515625
361.2733459472656,361.2740173339844
382.0170593261719,382.01751708984375
380.8535461425781,380.854736328125
354.02960205078125,354.0295715332031
352.8876647949219,352.888427734375
357.3856201171875,357.3854064941406
356.2163391113281,356.2168273925781
369.3786926269531,369.3776550292969
368.14593505859375,368.14569091796875
357.5074768066406,357.5070495605469
356.2834167480469,356.2837829589844
334.0367126464844,334.0364990234375
332.9031982421875,332.9037780761719
323.1476135253906,323.1474914550781
321.96588134765625,321.96661376953125
329.5616760253906,329.56146240234375
328.440185546875,328.4407958984375
332.98175048828125,332.9819641113281
331.82720947265625,331.8283996582031
339.4032897949219,339.4024963378906
338.229736328125,338.2297058105469
323.5158996582031,323.51544189453125
322.3575744628906,322.35797119140625
308.8912048339844,308.89208984375
307.7611999511719,307.7628173828125
305.17462158203125,305.1753234863281
304.0445556640625,304.046142578125
308.5484924316406,308.5476989746094
307.4023132324219,307.40234375
319.04547119140625,319.04443359375
317.8294372558594,317.8293151855469
303.42388916015625,303.423095703125
302.24090576171875,302.2409973144531
278.241943359375,278.2415771484375
277.121826171875,277.1223449707031
297.72332763671875,297.72265625
296.5986328125,296.598876953125
283.06134033203125,283.060546875
282.013427734375,282.0135498046875
298.5273742675781,298.5275573730469
297.3623046875,297.3634033203125
287.85211181640625,287.8511657714844
286.75531005859375,286.7552490234375
272.0140075683594,272.0140380859375
270.9417419433594,270.9426574707031
275.1637878417969,275.1632385253906
274.1278991699219,274.1281433105469
277.2029724121094,277.20318603515625
276.1360168457031,276.1370849609375
257.4181823730469,257.4181823730469
256.4039306640625,256.4049072265625
263.5064697265625,263.505859375
262.526611328125,262.5270080566406
247.1312255859375,247.13113403320312
246.19256591796875,246.19337463378906
248.5884552001953,248.58851623535156
247.64981079101562,247.6508331298828
269.9395446777344,269.93927001953125
268.93914794921875,268.9399108886719
254.54257202148438,254.54136657714844
253.67123413085938,253.6710205078125
260.1178894042969,260.11761474609375
259.1930236816406,259.1937561035156
237.15945434570312,237.1592254638672
236.2951202392578,236.29592895507812
244.41566467285156,244.41481018066406
243.60098266601562,243.60121154785156
231.81727600097656,231.81661987304688
231.06179809570312,231.0622100830078
235.92800903320312,235.92738342285156
235.21900939941406,235.21932983398438
233.45382690429688,233.45452880859375
232.68197631835938,232.6837158203125
227.4293670654297,227.42721557617188
226.80209350585938,226.8009033203125
219.9019012451172,219.90084838867188
219.23851013183594,219.23851013183594
220.1207275390625,220.11962890625
219.59530639648438,219.59527587890625
230.3917694091797,230.38973999023438
229.84812927246094,229.84722900390625
211.92124938964844,211.92044067382812
211.41830444335938,211.41856384277344
221.08509826660156,221.08355712890625
220.61248779296875,220.61207580566406
218.38351440429688,218.38238525390625
217.86500549316406,217.86502075195312
201.49490356445312,201.4935302734375
201.08050537109375,201.0802764892578
210.08604431152344,210.0857391357422
209.67433166503906,209.67518615722656
219.50869750976562,219.5081787109375
219.1025390625,219.10316467285156
213.7080841064453,213.70748901367188
213.31163024902344,213.3120880126953
217.27835083007812,217.27639770507812
216.8854217529297,216.8846893310547
203.5100860595703,203.5104217529297
203.1750030517578,203.17657470703125
206.70010375976562,206.69937133789062
206.42239379882812,206.4228973388672
202.24887084960938,202.24795532226562
201.98348999023438,201.98382568359375
200.3126678466797,200.31124877929688
200.02706909179688,200.02706909179688
201.31689453125,201.316650390625
201.07070922851562,201.0715789794922
