actor_loss,critic_loss
5.094277858734131,5.094493389129639
5.065116882324219,5.066384315490723
5.068140506744385,5.068648815155029
5.037871360778809,5.038875102996826
4.9619317054748535,4.962238788604736
4.9296770095825195,4.9303693771362305
4.73724365234375,4.737589359283447
4.702641010284424,4.703320503234863
4.875710964202881,4.875990390777588
4.839402198791504,4.839974403381348
4.655949592590332,4.656221389770508
4.618565559387207,4.6191020011901855
4.793894290924072,4.794362545013428
4.7542033195495605,4.754924297332764
4.751061916351318,4.751233100891113
4.7110185623168945,4.711466312408447
4.428798675537109,4.429060459136963
4.387488842010498,4.388016700744629
4.48022985458374,4.480611324310303
4.437514781951904,4.438166618347168
4.440690040588379,4.441085338592529
4.398077011108398,4.39874267578125
4.329606533050537,4.329713344573975
4.287254810333252,4.2876129150390625
4.2720770835876465,4.272314548492432
4.228947162628174,4.229450225830078
4.1200995445251465,4.120262622833252
4.077342510223389,4.077768325805664
4.152918815612793,4.153323173522949
4.10941219329834,4.1100850105285645
3.8412017822265625,3.841520309448242
3.7997708320617676,3.8003814220428467
3.6635913848876953,3.664154291152954
3.6224992275238037,3.6233487129211426
3.9094507694244385,3.9097402095794678
3.867443799972534,3.8680124282836914
3.6071975231170654,3.607677459716797
3.5676047801971436,3.5684468746185303
3.466292142868042,3.4668562412261963
3.427607536315918,3.428515911102295
3.455458641052246,3.4558520317077637
3.4171173572540283,3.417870283126831
3.38856840133667,3.3889050483703613
3.350559949874878,3.351264238357544
3.35286283493042,3.3531343936920166
3.316209554672241,3.3168511390686035
3.3128373622894287,3.3134796619415283
3.276069164276123,3.27718186378479
3.1789205074310303,3.179030656814575
3.144526958465576,3.145317316055298
3.097522258758545,3.0976145267486572
3.0647456645965576,3.065316677093506
3.020749092102051,3.0211641788482666
2.989659309387207,2.9906277656555176
2.9281868934631348,2.928575038909912
2.896577835083008,2.897442102432251
2.8186275959014893,2.8185536861419678
2.7917423248291016,2.7921464443206787
2.7514355182647705,2.751459836959839
2.7252213954925537,2.725861072540283
2.6662352085113525,2.6663131713867188
2.643906831741333,2.6446073055267334
2.566941738128662,2.5672571659088135
2.5470783710479736,2.5480377674102783
2.6358909606933594,2.635995626449585
2.6142992973327637,2.6150028705596924
2.560196876525879,2.560756206512451
2.538355827331543,2.5395045280456543
2.5003671646118164,2.500412940979004
2.483652353286743,2.4843149185180664
2.5256214141845703,2.5256459712982178
2.508514404296875,2.509047746658325
2.422281503677368,2.4223599433898926
2.4049322605133057,2.4055535793304443
2.430964469909668,2.431398868560791
2.416903495788574,2.4179913997650146
2.465634346008301,2.4658613204956055
2.4506657123565674,2.4515154361724854
2.389101505279541,2.389104127883911
2.376067638397217,2.376779794692993
2.230915069580078,2.2315425872802734
2.21960711479187,2.2209527492523193
2.2617015838623047,2.261699676513672
2.2530264854431152,2.253692865371704
2.2306597232818604,2.2311294078826904
2.219904899597168,2.221015214920044
2.207624673843384,2.207782506942749
2.197878837585449,2.1987016201019287
2.169806957244873,2.1701838970184326
2.1618378162384033,2.1628904342651367
2.1992595195770264,2.1995153427124023
2.191016912460327,2.1920266151428223
2.0060312747955322,2.0060884952545166
1.9983738660812378,1.9992053508758545
2.133323907852173,2.133873224258423
2.125047206878662,2.1263227462768555
2.1076149940490723,2.1071906089782715
2.0998759269714355,2.100142240524292
2.0238840579986572,2.0239336490631104
2.0176408290863037,2.018434524536133
2.0321226119995117,2.032177448272705
2.025920867919922,2.0267066955566406
2.0007388591766357,2.0007035732269287
1.993470549583435,1.9941883087158203
2.057563304901123,2.0578160285949707
2.049715280532837,2.050687551498413
2.088897466659546,2.0890262126922607
2.0810883045196533,2.0819053649902344
1.9430936574935913,1.9432786703109741
1.9356428384780884,1.936603307723999
2.0140221118927,2.0142345428466797
2.0068135261535645,2.00777006149292
1.84670889377594,1.846390724182129
1.8401890993118286,1.8406741619110107
1.8930985927581787,1.8929001092910767
1.886834979057312,1.8874337673187256
1.8412001132965088,1.8413718938827515
1.835679054260254,1.836735725402832
1.8586293458938599,1.8577501773834229
1.8531560897827148,1.8530868291854858
1.8957839012145996,1.895336627960205
1.889991283416748,1.8904123306274414
1.9295443296432495,1.929368019104004
1.923957109451294,1.9245964288711548
1.925119161605835,1.924691081047058
1.9198830127716064,1.920365810394287
1.7891907691955566,1.7889561653137207
1.7848507165908813,1.7855144739151
1.8584566116333008,1.8586220741271973
1.853298306465149,1.854413628578186
1.8580924272537231,1.8575680255889893
1.852879285812378,1.8533066511154175
1.8449798822402954,1.8443703651428223
1.8402138948440552,1.840484619140625
1.8619048595428467,1.8620076179504395
1.8568686246871948,1.8578739166259766
1.826196551322937,1.8258461952209473
1.8212164640426636,1.8218027353286743
1.8072867393493652,1.8065240383148193
1.8022650480270386,1.8025108575820923
1.7625317573547363,1.762383222579956
1.7578355073928833,1.7585245370864868
1.7860190868377686,1.7856918573379517
1.7820252180099487,1.7825998067855835
1.8800206184387207,1.8782055377960205
1.874815821647644,1.8740202188491821
1.661397933959961,1.6611056327819824
1.658083438873291,1.658736228942871
1.7289116382598877,1.728202223777771
1.724554419517517,1.72480046749115
1.7987089157104492,1.7975226640701294
1.794157862663269,1.7939308881759644
1.7509286403656006,1.7508223056793213
1.745719075202942,1.7466009855270386
1.7731666564941406,1.772806167602539
1.769322395324707,1.7698105573654175
1.715846300125122,1.7151126861572266
1.7117825746536255,1.711991786956787
1.8514186143875122,1.8507355451583862
1.8477928638458252,1.8482671976089478
1.7526724338531494,1.7517622709274292
1.7492773532867432,1.7493761777877808
1.7369029521942139,1.7357581853866577
1.733319640159607,1.7331821918487549
1.629257082939148,1.6282474994659424
1.6252562999725342,1.6253458261489868
1.71627676486969,1.7158716917037964
1.7127346992492676,1.713473916053772
1.7961738109588623,1.79575777053833
1.7927755117416382,1.7933754920959473
1.667876958847046,1.6674638986587524
1.664108395576477,1.664788842201233
1.6319143772125244,1.631399393081665
